crate,downloads,recent_downloads,updated_at,created_at,max_version,description,repository
pyo3-macros,70624564,16719257,2025-03-31T21:05:59.752717Z,2020-12-20T10:05:29.097307Z,0.24.1,Proc macros for PyO3 package,https://github.com/pyo3/pyo3
plotters-backend,70100203,14958484,2024-09-08T14:46:47.868379Z,2020-01-28T19:52:26.933094Z,0.3.7,Plotters Backend API,https://github.com/plotters-rs/plotters
crc,69783200,13211331,2024-04-08T16:05:50.419393Z,2015-03-15T19:05:37.390081Z,3.2.1,Rust implementation of CRC with support of various standards,https://github.com/mrhooray/crc-rs.git
plotters-svg,69637007,14889632,2024-09-08T14:47:23.833784Z,2020-01-28T19:57:33.837634Z,0.3.7,Plotters SVG backend,https://github.com/plotters-rs/plotters.git
http-body-util,69277448,26586137,2025-03-11T16:49:40.971587Z,2022-10-25T20:37:59.773380Z,0.1.3,"Combinators and adapters for HTTP request or response bodies.
",https://github.com/hyperium/http-body
brotli,69266287,15777773,2024-10-02T07:06:27.834692Z,2015-11-30T16:41:44.747454Z,7.0.0,A brotli compressor and decompressor that with an interface avoiding the rust stdlib. This makes it suitable for embedded devices and kernels. It is designed with a pluggable allocator so that the standard lib's allocator may be employed. The default build also includes a stdlib allocator and stream interface. Disable this with --features=no-stdlib. All included code is safe.,https://github.com/dropbox/rust-brotli
brotli-decompressor,68838744,13966835,2025-01-21T07:30:59.117035Z,2017-04-25T08:09:43.737166Z,4.0.2,"A brotli decompressor that with an interface avoiding the rust stdlib. This makes it suitable for embedded devices and kernels. It is designed with a pluggable allocator so that the standard lib's allocator may be employed. The default build also includes a stdlib allocator and stream interface. Disable this with --features=no-stdlib. Alternatively, --features=unsafe turns off array bounds checks and memory initialization but provides a safe interface for the caller.  Without adding the --features=unsafe argument, all included code is safe. For compression in addition to this library, download https://github.com/dropbox/rust-brotli ",https://github.com/dropbox/rust-brotli-decompressor
async-task,68819447,12654913,2024-04-27T23:06:20.560257Z,2019-05-07T14:56:54.628954Z,4.7.1,Task abstraction for building executors,https://github.com/smol-rs/async-task
twox-hash,68541345,17399785,2024-12-09T15:57:24.908629Z,2015-05-09T03:04:03.255761Z,2.1.0,A Rust implementation of the XXHash and XXH3 algorithms,https://github.com/shepmaster/twox-hash
hyper-util,68507687,26751337,2025-03-31T18:17:04.308964Z,2022-01-15T00:20:07.067925Z,0.1.11,hyper utilities,https://github.com/hyperium/hyper-util
inout,68142323,14851996,2025-02-22T16:18:09.964996Z,2021-08-13T16:42:36.965539Z,0.2.0-rc.4,Custom reference types for code generic over in-place and buffer-to-buffer modes of operation.,https://github.com/RustCrypto/utils
ctor,68126870,7482818,2025-03-09T02:27:45.463248Z,2018-12-06T05:31:29.960460Z,0.4.1,__attribute__((constructor)) for Rust,https://github.com/mmastrac/rust-ctor
pretty_assertions,67929223,10285870,2024-09-15T13:11:03.148906Z,2017-03-26T23:33:43.680768Z,1.4.1,"Overwrite `assert_eq!` and `assert_ne!` with drop-in replacements, adding colorful diffs.",https://github.com/rust-pretty-assertions/rust-pretty-assertions
dirs-next,67852487,8751005,2020-10-22T03:34:04.786339Z,2020-05-06T15:46:40.488452Z,2.0.0,"A tiny low-level library that provides platform-specific standard locations
of directories for config, cache and other data on Linux, Windows, macOS
and Redox by leveraging the mechanisms defined by the XDG base/user
directory specifications on Linux, the Known Folder API on Windows,
and the Standard Directory guidelines on macOS.
",https://github.com/xdg-rs/dirs
colored,67821483,14603455,2025-01-07T14:10:54.236785Z,2016-03-13T17:27:11.931945Z,3.0.0,The most simple way to add colors in your terminal,https://github.com/mackwic/colored
windows-core,67651249,25138248,2025-03-18T14:26:00.415140Z,2021-11-15T18:04:53.482359Z,0.61.0,Core type support for COM and Windows,https://github.com/microsoft/windows-rs
tokio-io-timeout,67462690,8901057,2021-12-31T19:12:23.371189Z,2017-06-17T03:30:29.009870Z,1.2.0,Tokio wrappers which apply timeouts to IO operations,https://github.com/sfackler/tokio-io-timeout
num-derive,67181134,12125110,2024-02-06T21:00:45.637968Z,2016-09-30T06:43:39.517757Z,0.4.2,Numeric syntax extensions,https://github.com/rust-num/num-derive
predicates-core,67169129,11127975,2024-12-19T18:53:29.925148Z,2018-07-30T23:24:52.223852Z,1.0.9,An API for boolean-valued predicate functions.,https://github.com/assert-rs/predicates-rs/tree/master/crates/core
predicates-tree,67033214,11110053,2024-12-19T18:53:32.667750Z,2018-07-30T23:25:09.954627Z,1.0.12,Render boolean-valued predicate functions results as a tree.,https://github.com/assert-rs/predicates-rs/tree/master/crates/tree
cmake,66806133,11763678,2025-02-10T00:36:35.625126Z,2015-07-31T23:01:59.165496Z,0.1.54,"A build dependency for running `cmake` to build a native library
",https://github.com/rust-lang/cmake-rs
unsafe-libyaml,66356189,17988383,2024-03-17T05:44:18.590756Z,2022-07-03T16:43:10.793887Z,0.2.11,libyaml transpiled to rust by c2rust,https://github.com/dtolnay/unsafe-libyaml
windows_i686_gnullvm,66316516,25379162,2025-01-07T15:42:46.222318Z,2024-04-02T12:16:37.468429Z,0.53.0,Import lib for Windows,https://github.com/microsoft/windows-rs
cargo-platform,66286040,11525220,2025-02-20T17:09:55.006249Z,2019-09-27T17:38:56.154489Z,0.2.0,Cargo's representation of a target platform.,https://github.com/rust-lang/cargo
anstyle-wincon,65998920,18636447,2025-01-13T16:17:45.355448Z,2023-03-08T21:17:38.191878Z,3.0.7,Styling legacy Windows terminals,https://github.com/rust-cli/anstyle.git
float-cmp,65273208,9130361,2024-09-20T00:55:12.009814Z,2015-01-19T02:27:00.565634Z,0.10.0,Floating point approximate comparison traits,https://github.com/mikedilger/float-cmp
doc-comment,65229074,10924932,2020-07-01T19:18:24.882328Z,2018-03-29T08:35:21.939899Z,0.3.3,Macro to generate doc comments,https://github.com/GuillaumeGomez/doc-comment
alloc-no-stdlib,65112558,12760123,2022-09-12T05:29:48.261627Z,2016-05-24T07:56:32.764714Z,2.0.4,"A dynamic allocator that may be used with or without the stdlib. This allows a package with nostd to allocate memory dynamically and be used either with a custom allocator, items on the stack, or by a package that wishes to simply use Box<>. It also provides options to use calloc or a mutable global variable for pre-zeroed memory",https://github.com/dropbox/rust-alloc-no-stdlib
match_cfg,65109011,7294757,2019-04-02T10:50:59.802728Z,2019-04-02T10:50:59.802728Z,0.1.0,"A convenience macro to ergonomically define an item depending on a large number
of `#[cfg]` parameters. Structured like match statement, the first matching
branch is the item that gets emitted.
",https://github.com/gnzlbg/match_cfg
void,64948201,6983894,2016-04-18T07:21:21.674123Z,2015-02-10T08:54:09.482359Z,1.0.2,The uninhabited void type for use in statically impossible cases.,https://github.com/reem/rust-void.git
alloc-stdlib,64873172,12740709,2022-09-12T05:30:14.880111Z,2018-10-28T17:33:28.248102Z,0.2.2,A dynamic allocator example that may be used with the stdlib,https://github.com/dropbox/rust-alloc-no-stdlib
zip,64844739,14212560,2025-04-04T21:03:36.067591Z,2014-11-21T08:59:07.181279Z,2.6.1,"Library to support the reading and writing of zip files.
",https://github.com/zip-rs/zip2.git
aead,64836720,8593883,2024-07-26T19:54:28.901747Z,2016-10-06T21:19:33.744879Z,0.6.0-rc.0,"Traits for Authenticated Encryption with Associated Data (AEAD) algorithms,
such as AES-GCM as ChaCha20Poly1305, which provide a high-level API
",https://github.com/RustCrypto/traits
futures-timer,64644926,11358811,2024-02-22T14:10:54.981743Z,2017-09-27T17:15:24.946049Z,3.0.3,"Timeouts for futures.
",https://github.com/async-rs/futures-timer
flume,63324151,14091912,2024-10-19T13:54:21.390653Z,2019-07-31T00:18:26.586068Z,0.11.1,A blazingly fast multi-producer channel,https://github.com/zesterer/flume
lexical-core,62494267,8447615,2024-12-08T21:01:01.113747Z,2018-12-15T19:37:50.282051Z,1.0.5,"Lexical, to- and from-string conversion routines.",https://github.com/Alexhuszagh/rust-lexical
android-tzdata,62207497,16541174,2023-03-05T09:25:18.541477Z,2023-03-04T18:26:25.068003Z,0.1.1,Parser for the Android-specific tzdata file,https://github.com/RumovZ/android-tzdata
blocking,62109812,12197861,2024-05-26T01:47:26.714172Z,2019-06-15T23:09:34.273937Z,1.6.1,A thread pool for isolating blocking I/O in async programs,https://github.com/smol-rs/blocking
serde_repr,61990160,10576543,2025-03-04T00:16:18.920627Z,2019-01-13T01:32:16.572279Z,0.1.20,Derive Serialize and Deserialize that delegates to the underlying repr of a C-like enum.,https://github.com/dtolnay/serde-repr
xml-rs,61962031,8435517,2025-04-09T12:40:19.074499Z,2014-12-08T20:29:58.424754Z,0.8.26,An XML library in pure Rust,https://github.com/kornelski/xml-rs
termtree,61832333,10998172,2024-07-25T14:42:40.978498Z,2021-10-07T18:21:36.306218Z,0.5.1,Visualize tree-like data on the command-line,https://github.com/rust-cli/termtree
ciborium-io,61410884,15813838,2024-01-24T03:02:36.662214Z,2021-11-21T19:32:55.708129Z,0.2.2,Simplified Read/Write traits for no_std usage,https://github.com/enarx/ciborium
rsa,61392328,19511980,2025-03-12T17:11:19.673474Z,2018-07-24T08:31:14.033066Z,0.10.0-pre.4,Pure Rust RSA implementation,https://github.com/RustCrypto/RSA
ciborium,61380250,15808974,2024-01-24T03:04:25.973012Z,2020-12-03T22:33:28.171774Z,0.2.2,serde implementation of CBOR using ciborium-basic,https://github.com/enarx/ciborium
ciborium-ll,61377710,15806795,2024-01-24T03:03:42.992548Z,2021-11-21T19:33:03.017685Z,0.2.2,Low-level CBOR codec primitives,https://github.com/enarx/ciborium
ctr,61371444,8409996,2024-08-14T16:41:38.330263Z,2018-07-30T10:37:27.652417Z,0.10.0-pre.2,CTR block modes of operation,https://github.com/RustCrypto/block-modes
serde_path_to_error,61342883,15876133,2025-03-03T04:51:06.825049Z,2019-01-07T00:04:58.762298Z,0.1.17,Path to the element that failed to deserialize,https://github.com/dtolnay/path-to-error
maplit,61272397,9168575,2019-08-24T17:23:26.045525Z,2015-05-16T22:16:50.961537Z,1.0.2,"Collection “literal” macros for HashMap, HashSet, BTreeMap, and BTreeSet.",https://github.com/bluss/maplit
pyo3-ffi,61066624,16444585,2025-03-31T21:06:05.179927Z,2022-02-27T23:20:55.736914Z,0.24.1,Python-API bindings for the PyO3 ecosystem,https://github.com/pyo3/pyo3
tracing-opentelemetry,60502562,13757598,2025-03-23T17:06:30.448755Z,2019-11-20T19:44:36.014947Z,0.30.0,OpenTelemetry integration for tracing,https://github.com/tokio-rs/tracing-opentelemetry
universal-hash,60494887,8471454,2024-07-26T19:10:14.703321Z,2019-08-30T00:52:43.192602Z,0.6.0-rc.0,Traits which describe the functionality of universal hash functions (UHFs),https://github.com/RustCrypto/traits
ff,60456034,12694164,2025-03-09T22:16:54.081723Z,2017-06-26T05:13:25.406384Z,0.13.1,Library for building and interfacing with finite fields,https://github.com/zkcrypto/ff
event-listener-strategy,60449763,19967669,2025-03-27T17:31:33.741698Z,2023-09-11T15:35:13.879946Z,0.5.4,Block or poll on event_listener easily,https://github.com/smol-rs/event-listener-strategy
dtoa,60401276,5416672,2025-03-03T23:20:59.932998Z,2016-06-27T09:44:32.587067Z,1.0.10,Fast floating point primitive to string conversion,https://github.com/dtolnay/dtoa
redox_users,60258129,8316777,2025-01-02T18:06:03.914019Z,2018-03-28T18:15:46.838444Z,0.5.0,A Rust library to access Redox users and groups functionality,https://gitlab.redox-os.org/redox-os/users
sha3,60207329,9035373,2025-03-05T21:18:49.529277Z,2016-10-06T19:27:19.095615Z,0.11.0-pre.5,"Pure Rust implementation of SHA-3, a family of Keccak-based hash functions
including the SHAKE family of eXtendable-Output Functions (XOFs), as well as
the accelerated variant TurboSHAKE
",https://github.com/RustCrypto/hashes
bzip2-sys,60204377,13373046,2025-02-28T13:56:25.581313Z,2014-11-13T06:35:17.703582Z,0.1.13+1.0.8,"Bindings to libbzip2 for bzip2 compression and decompression exposed as
Reader/Writer streams.
",https://github.com/alexcrichton/bzip2-rs
group,59827427,12426598,2022-12-06T02:02:57.906653Z,2018-07-02T14:00:15.955345Z,0.13.0,Elliptic curve group traits and utilities,https://github.com/zkcrypto/group
wait-timeout,59533687,14508986,2025-02-03T12:22:33.904538Z,2015-09-08T00:53:20.231605Z,0.2.1,"A crate to wait on a child process with a timeout specified across Unix and
Windows platforms.
",https://github.com/alexcrichton/wait-timeout
fxhash,58783247,7320016,2017-07-29T19:02:18.664479Z,2017-06-26T18:31:21.553871Z,0.2.1,"A fast, non-secure, hashing algorithm derived from an internal hasher used in FireFox and Rustc.",https://github.com/cbreeden/fxhash
async-compression,58339940,11937938,2025-03-25T14:15:52.331970Z,2019-05-14T17:10:23.835669Z,0.4.22,"Adaptors between compression crates and Rust's modern asynchronous IO types.
",https://github.com/Nullus157/async-compression
phf_macros,58156221,14515795,2025-01-06T20:31:38.326712Z,2015-01-25T04:01:23.567340Z,0.11.3,Macros to generate types in the phf crate,https://github.com/rust-phf/rust-phf
elliptic-curve,58109986,12145911,2024-09-20T18:52:03.560922Z,2019-12-05T17:07:27.394753Z,0.14.0-rc.1,"General purpose Elliptic Curve Cryptography (ECC) support, including types
and traits for representing various elliptic curve forms, scalars, points,
and public/secret keys composed thereof.
",https://github.com/RustCrypto/traits
structopt,57738920,4933614,2022-01-18T12:08:44.235039Z,2017-02-03T00:18:05.356834Z,0.3.26,Parse command line argument by defining a struct.,https://github.com/TeXitoi/structopt
libsqlite3-sys,57716627,10758385,2025-03-05T17:34:52.957060Z,2015-02-24T02:54:21.216860Z,0.32.0,Native bindings to the libsqlite3 library,https://github.com/rusqlite/rusqlite
pkcs1,57658756,19088373,2024-09-06T15:03:57.450860Z,2020-06-12T14:01:05.920956Z,0.8.0-rc.1,"Pure Rust implementation of Public-Key Cryptography Standards (PKCS) #1:
RSA Cryptography Specifications Version 2.2 (RFC 8017)
",https://github.com/RustCrypto/formats
ecdsa,57445841,12047027,2024-09-20T19:17:46.480332Z,2018-10-30T23:40:45.698779Z,0.17.0-pre.9,"Pure Rust implementation of the Elliptic Curve Digital Signature Algorithm
(ECDSA) as specified in FIPS 186-4 (Digital Signature Standard), providing
RFC6979 deterministic signatures as well as support for added entropy
",https://github.com/RustCrypto/signatures
encode_unicode,57376065,10253309,2022-08-07T14:19:49.238999Z,2016-04-07T00:11:28.007160Z,1.0.0,"UTF-8 and UTF-16 character types, iterators and related methods for char, u8 and u16.
",https://github.com/tormol/encode_unicode
structopt-derive,57311366,4920284,2021-10-18T07:06:20.504665Z,2017-02-03T00:17:35.613888Z,0.4.18,"Parse command line argument by defining a struct, derive crate.",https://github.com/TeXitoi/structopt
headers,56956704,10103130,2023-11-24T19:15:22.169731Z,2016-08-09T22:30:40.796094Z,0.4.0,typed HTTP headers,https://github.com/hyperium/headers
pathdiff,56676976,12735917,2024-11-25T18:15:15.304010Z,2017-09-20T00:06:24.615980Z,0.2.3,Library for diffing paths to obtain relative paths,https://github.com/Manishearth/pathdiff
term,56435604,5937903,2024-12-14T17:33:27.842816Z,2014-12-28T18:17:56.750054Z,1.0.1,"A terminal formatting library
",https://github.com/Stebalien/term
async-executor,56352264,9342728,2024-09-07T17:39:50.918512Z,2019-07-01T08:25:50.986690Z,1.13.1,Async executor,https://github.com/smol-rs/async-executor
base16ct,56073540,12998168,2023-02-26T17:06:02.943914Z,2022-01-11T22:12:56.812454Z,0.2.0,"Pure Rust implementation of Base16 a.k.a hexadecimal (RFC 4648) which avoids
any usages of data-dependent branches/LUTs and thereby provides portable
""best effort"" constant-time operation and embedded-friendly no_std support
",https://github.com/RustCrypto/formats/tree/master/base16ct
mockall,55997676,10557315,2024-11-17T22:35:09.861614Z,2019-07-03T04:42:57.658170Z,0.13.1,"A powerful mock object library for Rust.
",https://github.com/asomers/mockall
png,55884435,11737150,2025-03-03T06:13:33.219893Z,2015-05-26T08:26:52.565506Z,0.18.0-rc,PNG decoding and encoding library in pure Rust,https://github.com/image-rs/image-png
mockall_derive,55862843,10539103,2024-11-17T22:34:57.747894Z,2019-07-03T04:38:31.751085Z,0.13.1,"Procedural macros for Mockall
",https://github.com/asomers/mockall
anes,55835476,14549767,2023-11-27T12:11:51.194575Z,2019-10-25T14:54:21.963121Z,0.2.0,ANSI Escape Sequences provider & parser,https://github.com/qwandor/anes-rs
threadpool,55695107,7013046,2020-05-11T15:44:07.541079Z,2015-02-24T22:22:54.530788Z,1.8.1,"A thread pool for running a number of jobs on a fixed set of worker threads.
",https://github.com/rust-threadpool/rust-threadpool
headers-core,55627257,10011160,2023-11-24T19:13:05.687876Z,2018-08-30T22:31:26.562535Z,0.3.0,typed HTTP headers core trait,https://github.com/hyperium/headers
